    0.100000000000000E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.33109240734521853256E+03    0.19807337895982941518E+04    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.141933289348558E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.32126922308394426864E+03    0.13555475029384710979E+04    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.183814705742390E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.30891395785015822639E+03    0.10078527573698604556E+04    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.225592636449367E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.29466175581836125730E+03    0.78470161499021003237E+03    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.267215963304792E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.27915609672213918202E+03    0.62894213250898962997E+03    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.308634353532080E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.26299066383775073064E+03    0.51427397852616820728E+03    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.349798450031811E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.24667209755947789063E+03    0.42679826617553504775E+03    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.390660117390801E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.23060327051961445477E+03    0.35838936697637444695E+03    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.431172712323474E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.21508278340290240749E+03    0.30391611552830227083E+03    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
    0.471291195957758E+14    0.10000000000000000000E+01    0.00000000000000000000E+00   -0.20031505881219288767E+03    0.25993951122250751951E+03    0.11699999809265136719E+02    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00    0.10000000000000000000E+01    0.00000000000000000000E+00
